asset,split,shot_index,shot_id,file,n_traces,n_samples,valid_labels,label_ratio
Brunswick_orig_1500ms_V2_(1),train,22,23,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0022_id_23.npz,2582,751,2058,0.7970565453137103
Brunswick_orig_1500ms_V2_(1),train,23,24,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0023_id_24.npz,2582,751,2137,0.8276529821843532
Brunswick_orig_1500ms_V2_(1),train,24,25,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0024_id_25.npz,2582,751,2092,0.8102246320681642
Brunswick_orig_1500ms_V2_(1),train,25,26,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0025_id_26.npz,2582,751,2361,0.9144074360960496
Brunswick_orig_1500ms_V2_(1),train,26,27,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0026_id_27.npz,2582,751,2281,0.883423702556158
Brunswick_orig_1500ms_V2_(1),train,27,28,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0027_id_28.npz,2582,751,2287,0.8857474825716499
Brunswick_orig_1500ms_V2_(1),train,28,29,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0028_id_29.npz,2302,751,2056,0.893136403127715
Brunswick_orig_1500ms_V2_(1),train,29,30,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0029_id_30.npz,2582,751,2058,0.7970565453137103
Brunswick_orig_1500ms_V2_(1),train,30,31,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0030_id_31.npz,2582,751,2197,0.8508907823392718
Brunswick_orig_1500ms_V2_(1),train,31,32,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0031_id_32.npz,2582,751,1753,0.6789310611928737
Brunswick_orig_1500ms_V2_(1),train,32,34,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0032_id_34.npz,2582,751,1951,0.7556158017041054
Brunswick_orig_1500ms_V2_(1),train,33,35,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0033_id_35.npz,2582,751,2167,0.8392718822618126
Brunswick_orig_1500ms_V2_(1),train,34,37,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0034_id_37.npz,2582,751,1904,0.737412858249419
Brunswick_orig_1500ms_V2_(1),train,35,38,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0035_id_38.npz,2582,751,2107,0.8160340821068939
Brunswick_orig_1500ms_V2_(1),train,36,39,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0036_id_39.npz,2582,751,2015,0.7804027885360186
Brunswick_orig_1500ms_V2_(1),train,37,42,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0037_id_42.npz,2582,751,1860,0.7203718048024786
Brunswick_orig_1500ms_V2_(1),train,38,44,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0038_id_44.npz,2582,751,2112,0.8179705654531371
Brunswick_orig_1500ms_V2_(1),train,39,46,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0039_id_46.npz,2582,751,2062,0.7986057319907048
Brunswick_orig_1500ms_V2_(1),train,40,48,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0040_id_48.npz,2582,751,1854,0.7180480247869868
Brunswick_orig_1500ms_V2_(1),train,41,49,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0041_id_49.npz,2582,751,2180,0.8443067389620449
Brunswick_orig_1500ms_V2_(1),train,42,50,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0042_id_50.npz,2582,751,2190,0.8481797056545314
Brunswick_orig_1500ms_V2_(1),train,43,51,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0043_id_51.npz,2582,751,2078,0.8048024786986832
Brunswick_orig_1500ms_V2_(1),train,44,52,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0044_id_52.npz,2302,751,1826,0.7932232841007819
Brunswick_orig_1500ms_V2_(1),train,45,53,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0045_id_53.npz,2582,751,2139,0.8284275755228505
Brunswick_orig_1500ms_V2_(1),train,46,56,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0046_id_56.npz,2582,751,1926,0.7459333849728892
Brunswick_orig_1500ms_V2_(1),train,47,57,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0047_id_57.npz,2582,751,2182,0.8450813323005422
Brunswick_orig_1500ms_V2_(1),train,48,58,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0048_id_58.npz,2582,751,2163,0.8377226955848179
Brunswick_orig_1500ms_V2_(1),train,49,59,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0049_id_59.npz,2582,751,2286,0.8853601859024013
Brunswick_orig_1500ms_V2_(1),train,50,60,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0050_id_60.npz,2582,751,1978,0.7660728117738187
Brunswick_orig_1500ms_V2_(1),train,51,61,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0051_id_61.npz,2582,751,2280,0.8830364058869093
Brunswick_orig_1500ms_V2_(1),train,52,62,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0052_id_62.npz,2582,751,2146,0.831138652207591
Brunswick_orig_1500ms_V2_(1),train,53,63,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0053_id_63.npz,2582,751,2338,0.9054996127033308
Brunswick_orig_1500ms_V2_(1),train,54,64,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0054_id_64.npz,2582,751,1505,0.58288148721921
Brunswick_orig_1500ms_V2_(1),train,55,65,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0055_id_65.npz,2582,751,2229,0.8632842757552285
Brunswick_orig_1500ms_V2_(1),train,56,66,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0056_id_66.npz,2582,751,2247,0.8702556158017041
Brunswick_orig_1500ms_V2_(1),train,57,67,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0057_id_67.npz,2582,751,2029,0.7858249419054996
Brunswick_orig_1500ms_V2_(1),train,58,70,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0058_id_70.npz,2582,751,2072,0.8024786986831913
Brunswick_orig_1500ms_V2_(1),train,59,71,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0059_id_71.npz,2582,751,2215,0.8578621223857474
Brunswick_orig_1500ms_V2_(1),train,60,73,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0060_id_73.npz,2582,751,2120,0.8210689388071263
Brunswick_orig_1500ms_V2_(1),train,61,74,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0061_id_74.npz,2582,751,1847,0.7153369481022464
Brunswick_orig_1500ms_V2_(1),train,62,75,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0062_id_75.npz,2582,751,2328,0.9016266460108443
Brunswick_orig_1500ms_V2_(1),train,63,76,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0063_id_76.npz,2582,751,2240,0.8675445391169636
Brunswick_orig_1500ms_V2_(1),train,64,77,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0064_id_77.npz,2582,751,2300,0.8907823392718822
Brunswick_orig_1500ms_V2_(1),train,65,78,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0065_id_78.npz,2582,751,2302,0.8915569326103796
Brunswick_orig_1500ms_V2_(1),train,66,79,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0066_id_79.npz,2582,751,2335,0.9043377226955848
Brunswick_orig_1500ms_V2_(1),train,67,80,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0067_id_80.npz,2582,751,2346,0.9085979860573199
Brunswick_orig_1500ms_V2_(1),train,68,81,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0068_id_81.npz,2582,751,1946,0.7536793183578622
Brunswick_orig_1500ms_V2_(1),train,69,82,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0069_id_82.npz,2582,751,2095,0.8113865220759101
Brunswick_orig_1500ms_V2_(1),train,70,83,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0070_id_83.npz,2582,751,2375,0.9198295894655306
Brunswick_orig_1500ms_V2_(1),train,71,84,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0071_id_84.npz,2582,751,2472,0.9573973663826492
Brunswick_orig_1500ms_V2_(1),train,72,85,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0072_id_85.npz,2302,751,1675,0.7276281494352737
Brunswick_orig_1500ms_V2_(1),train,73,86,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0073_id_86.npz,2582,751,2453,0.9500387296669248
Brunswick_orig_1500ms_V2_(1),train,74,87,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0074_id_87.npz,2582,751,2065,0.7997676219984509
Brunswick_orig_1500ms_V2_(1),train,75,88,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0075_id_88.npz,2582,751,2415,0.9353214562354764
Brunswick_orig_1500ms_V2_(1),train,76,89,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0076_id_89.npz,2582,751,2479,0.9601084430673896
Brunswick_orig_1500ms_V2_(1),train,77,90,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0077_id_90.npz,2582,751,2089,0.8090627420604183
Brunswick_orig_1500ms_V2_(1),train,78,95,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0078_id_95.npz,2582,751,2186,0.8466305189775368
Brunswick_orig_1500ms_V2_(1),train,79,96,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0079_id_96.npz,2582,751,2192,0.8489542989930287
Brunswick_orig_1500ms_V2_(1),train,80,97,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0080_id_97.npz,2582,751,2400,0.9295120061967467
Brunswick_orig_1500ms_V2_(1),train,81,98,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0081_id_98.npz,2582,751,2286,0.8853601859024013
Brunswick_orig_1500ms_V2_(1),train,82,99,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0082_id_99.npz,2582,751,2471,0.9570100697134004
Brunswick_orig_1500ms_V2_(1),train,83,100,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0083_id_100.npz,2582,751,2168,0.8396591789310612
Brunswick_orig_1500ms_V2_(1),train,84,102,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0084_id_102.npz,2582,751,2194,0.8497288923315259
Brunswick_orig_1500ms_V2_(1),train,85,103,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0085_id_103.npz,2582,751,2522,0.9767621998450813
Brunswick_orig_1500ms_V2_(1),train,86,104,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0086_id_104.npz,2582,751,2190,0.8481797056545314
Brunswick_orig_1500ms_V2_(1),train,87,105,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0087_id_105.npz,2582,751,2495,0.966305189775368
Brunswick_orig_1500ms_V2_(1),train,88,106,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0088_id_106.npz,2582,751,2292,0.8876839659178931
Brunswick_orig_1500ms_V2_(1),train,89,107,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0089_id_107.npz,2582,751,2362,0.9147947327652982
Brunswick_orig_1500ms_V2_(1),train,90,108,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0090_id_108.npz,2582,751,2144,0.8303640588690937
Brunswick_orig_1500ms_V2_(1),train,91,109,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0091_id_109.npz,2582,751,2298,0.8900077459333849
Brunswick_orig_1500ms_V2_(1),train,92,110,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0092_id_110.npz,2582,751,2213,0.8570875290472502
Brunswick_orig_1500ms_V2_(1),train,93,111,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0093_id_111.npz,2582,751,2251,0.8718048024786987
Brunswick_orig_1500ms_V2_(1),train,94,112,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0094_id_112.npz,2582,751,2076,0.8040278853601859
Brunswick_orig_1500ms_V2_(1),train,95,113,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0095_id_113.npz,2582,751,2036,0.7885360185902401
Brunswick_orig_1500ms_V2_(1),train,96,114,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0096_id_114.npz,2582,751,2032,0.7869868319132456
Brunswick_orig_1500ms_V2_(1),train,97,115,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0097_id_115.npz,2582,751,1861,0.7207591014717274
Brunswick_orig_1500ms_V2_(1),train,98,116,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0098_id_116.npz,2582,751,2261,0.8756777691711851
Brunswick_orig_1500ms_V2_(1),train,99,117,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0099_id_117.npz,2582,751,2304,0.8923315259488769
Brunswick_orig_1500ms_V2_(1),train,100,118,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0100_id_118.npz,2582,751,2340,0.9062742060418281
Brunswick_orig_1500ms_V2_(1),train,101,119,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0101_id_119.npz,2582,751,2190,0.8481797056545314
Brunswick_orig_1500ms_V2_(1),train,102,120,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0102_id_120.npz,2582,751,2402,0.930286599535244
Brunswick_orig_1500ms_V2_(1),train,103,121,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0103_id_121.npz,2582,751,1780,0.6893880712625872
Brunswick_orig_1500ms_V2_(1),train,104,122,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0104_id_122.npz,2582,751,2327,0.9012393493415957
Brunswick_orig_1500ms_V2_(1),train,105,124,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0105_id_124.npz,2582,751,2368,0.91711851278079
Brunswick_orig_1500ms_V2_(1),train,106,126,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0106_id_126.npz,2582,751,2122,0.8218435321456236
Brunswick_orig_1500ms_V2_(1),train,107,127,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0107_id_127.npz,2582,751,1444,0.5592563903950426
Brunswick_orig_1500ms_V2_(1),train,108,128,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0108_id_128.npz,2582,751,2286,0.8853601859024013
Brunswick_orig_1500ms_V2_(1),train,109,129,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0109_id_129.npz,2582,751,1654,0.6405886909372579
Brunswick_orig_1500ms_V2_(1),train,110,130,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0110_id_130.npz,2582,751,1556,0.6026336173508908
Brunswick_orig_1500ms_V2_(1),train,111,131,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0111_id_131.npz,2582,751,2317,0.8973663826491092
Brunswick_orig_1500ms_V2_(1),train,112,133,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0112_id_133.npz,2582,751,2111,0.8175832687838884
Brunswick_orig_1500ms_V2_(1),train,113,134,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0113_id_134.npz,2582,751,2251,0.8718048024786987
Brunswick_orig_1500ms_V2_(1),train,114,135,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0114_id_135.npz,2582,751,2096,0.8117738187451587
Brunswick_orig_1500ms_V2_(1),train,115,136,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0115_id_136.npz,2582,751,1321,0.5116189000774594
Brunswick_orig_1500ms_V2_(1),train,116,137,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0116_id_137.npz,2582,751,2135,0.826878388845856
Brunswick_orig_1500ms_V2_(1),train,117,138,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0117_id_138.npz,2582,751,2246,0.8698683191324554
Brunswick_orig_1500ms_V2_(1),train,118,139,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0118_id_139.npz,2582,751,1722,0.6669248644461657
Brunswick_orig_1500ms_V2_(1),train,119,140,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0119_id_140.npz,2582,751,2178,0.8435321456235476
Brunswick_orig_1500ms_V2_(1),train,120,141,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0120_id_141.npz,2582,751,1703,0.6595662277304415
Brunswick_orig_1500ms_V2_(1),train,121,142,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0121_id_142.npz,2582,751,2218,0.8590240123934935
Brunswick_orig_1500ms_V2_(1),train,122,143,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0122_id_143.npz,2582,751,2220,0.8597986057319907
Brunswick_orig_1500ms_V2_(1),train,123,144,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0123_id_144.npz,2582,751,2058,0.7970565453137103
Brunswick_orig_1500ms_V2_(1),train,124,145,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0124_id_145.npz,2582,751,1515,0.5867544539116963
Brunswick_orig_1500ms_V2_(1),train,125,146,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0125_id_146.npz,2582,751,2240,0.8675445391169636
Brunswick_orig_1500ms_V2_(1),train,126,147,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0126_id_147.npz,2582,751,1498,0.5801704105344694
Brunswick_orig_1500ms_V2_(1),train,127,148,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0127_id_148.npz,2582,751,2179,0.8439194422927963
Brunswick_orig_1500ms_V2_(1),train,128,149,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0128_id_149.npz,2582,751,1454,0.5631293570875291
Brunswick_orig_1500ms_V2_(1),train,129,150,C:\Users\HP\OneDrive\Desktop\seismic_project\data\processed\Brunswick_orig_1500ms_V2_(1)\shot_0129_id_150.npz,2582,751,2133,0.8261037955073587
